#{"t_start": 1764549363.365636, "env_id": "custom-roundabout-v0"}
r,l,t
9.650018,11,108.645198
7.773083,9,108.816098
14.819155,16,109.16265
8.951047,10,109.359903
5.218933,6,109.462935
3.273543,4,109.53159
19.33473,20,109.84961
19.365485,20,110.167047
19.524056,20,110.425624
18.731561,20,110.691766
4.97198,6,110.809487
12.001979,13,111.054572
7.772616,9,111.232186
8.714212,10,111.372047
9.175045,10,111.536617
19.241188,20,111.801736
3.058263,4,111.894383
6.803856,8,112.044576
11.96582,13,112.257552
19.528011,20,112.57928
18.697059,20,113.009073
2.053038,4,113.102895
6.271692,7,113.260677
19.092465,20,113.631026
4.776298,6,113.749929
1.964207,3,113.793396
1.959384,3,113.86321
3.969965,5,113.949243
6.19314,7,114.090251
10.619277,12,114.350836
5.86202,7,114.446528
11.175909,12,114.641589
5.785442,7,114.80071
20.056032,20,115.23147
10.140393,11,115.449362
17.72163,19,115.808816
18.684686,20,116.122392
1.993412,3,116.18344
18.961527,20,116.607976
18.759559,20,116.981139
2.007369,3,117.042389
11.05161,12,117.273183
3.997577,5,117.360009
1.973613,3,117.412836
19.297187,20,117.728376
18.775184,20,118.152392
19.529999,20,118.600904
13.847634,15,118.889085
20.031661,20,119.258638
18.84569,20,119.628909
19.143829,20,119.999492
11.066852,12,120.235229
19.066866,20,120.612831
19.434726,20,121.041455
3.011515,4,121.111384
18.944298,20,121.488839
4.044988,5,121.607301
6.402833,8,121.786409
3.969921,5,121.882639
1.975009,3,121.968958
7.309399,8,122.100582
5.018058,6,122.201447
18.684686,20,122.563918
10.139822,11,122.773624
4.859398,6,122.87386
1.159896,2,122.922845
18.92367,20,123.28932
1.959384,3,123.349058
1.959384,3,123.409873
19.184769,20,123.727144
1.980424,3,123.771447
7.346248,8,123.879837
16.759897,20,124.361425
1.964222,3,124.423048
19.13383,20,124.795858
19.44584,20,125.223007
9.176168,11,125.469695
19.004342,20,125.911417
19.188752,20,126.334793
12.787802,15,126.536302
17.295896,19,126.897506
13.921471,15,127.134453
13.860016,15,127.36933
6.802585,8,127.549829
13.885107,15,127.831902
19.353811,20,128.209656
12.936367,14,128.513974
18.813427,20,128.825633
19.372945,20,129.213807
8.539913,10,129.439222
1.959384,3,129.501798
18.882132,20,129.873261
18.980707,20,130.244608
1.964267,3,130.297875
9.268005,10,130.488363
8.219666,10,130.708547
6.650084,8,130.83939
9.619437,11,131.018801
19.634428,20,131.451408
19.225924,20,131.825784
9.385961,10,132.047109
19.330321,20,132.492998
11.026279,12,132.691403
19.042502,20,132.960743
5.359699,6,133.06303
19.354209,20,133.486314
2.977875,4,133.556366
19.154698,20,133.989975
4.990999,6,134.127318
9.242978,10,134.320557
4.17135,5,134.438689
1.159893,2,134.481628
10.213299,11,134.761232
19.55294,20,135.13533
1.1599,2,135.18423
4.789104,6,135.301255
17.605441,20,135.611419
18.841566,20,135.995416
6.786233,8,136.129494
2.022994,3,136.189953
7.024086,8,136.349515
19.124759,20,136.77548
2.131251,3,136.82817
8.979645,10,137.049971
6.141846,7,137.147921
12.969284,14,137.520979
10.162534,11,137.811571
9.194489,10,137.952569
19.522018,20,138.2801
10.133704,11,138.497543
12.016684,13,138.786702
1.959384,3,138.859389
7.023088,8,139.045273
2.115765,3,139.099144
19.403237,20,139.529925
18.524967,20,139.899704
1.959384,3,139.96182
18.848607,20,140.231751
4.0786,5,140.334686
2.147196,3,140.406246
9.197818,11,140.623258
19.263472,20,140.893439
6.835182,8,141.102113
11.105833,12,141.338444
9.195241,10,141.561879
19.292119,20,141.997579
19.415689,20,142.322318
6.113337,7,142.443512
8.664572,10,142.616124
2.961664,4,142.710328
8.354129,9,142.887728
10.105571,11,143.102465
18.956815,20,143.531837
3.117406,5,143.667535
10.243278,11,143.882089
7.4139,9,144.033485
18.940207,20,194.153279
3.027405,4,194.251875
5.090623,7,194.393667
1.959384,3,194.453328
18.952364,20,194.849247
8.901451,10,195.059024
19.041196,20,195.455226
4.015222,5,195.536136
3.96951,5,195.604153
19.207141,20,195.899053
19.489064,20,196.248989
6.787555,8,196.396659
3.96992,5,196.464225
18.822057,20,196.809913
1.975009,3,196.858828
3.087956,4,196.960202
4.032516,6,197.039475
4.924605,6,197.187755
10.217198,11,197.419601
19.576552,20,197.782371
5.14551,6,197.894702
7.715258,9,198.039942
10.112979,11,198.242226
18.759559,20,198.538458
18.712684,20,198.83931
13.960791,15,199.106861
18.63633,20,199.361051
1.993454,3,199.419694
19.752683,20,199.67527
13.947681,15,199.994328
1.973613,3,200.053517
5.033621,6,200.166772
4.033381,5,200.275973
19.482102,20,200.682964
19.082798,20,200.992259
19.448575,20,201.356307
6.159536,7,201.491947
10.203191,11,201.669472
7.244417,9,201.866142
19.448067,20,202.283898
6.227223,7,202.439537
1.959384,3,202.499539
11.057311,12,202.721993
18.897323,20,203.136501
3.103563,4,203.214533
7.69806,9,203.40988
18.919666,20,203.835588
8.304996,9,204.70911
19.157829,20,208.583794
19.11618,20,208.929105
7.946922,9,209.070955
19.050242,20,209.324619
19.205545,20,209.585227
19.277488,20,209.939775
1.980402,3,210.007437
9.20454,10,210.195249
9.280555,10,210.356532
13.86507,15,210.626731
2.007522,3,210.686321
18.944186,20,211.108504
18.859742,20,211.466449
1.973613,3,211.534327
18.767444,20,211.886914
18.782287,20,212.295769
1.959384,3,212.345703
19.102976,20,212.75403
19.226878,20,213.164169
19.257218,20,213.470749
11.068081,12,213.762064
10.150757,11,213.909899
2.194285,3,213.969465
19.054405,20,214.321189
3.043916,4,214.400831
8.271589,9,214.519751
13.862113,15,214.754199
13.028787,14,215.050105
4.757761,6,215.132738
18.790809,20,215.492417
19.079383,20,215.802712
19.449359,20,238.289735
10.147308,11,238.512208
19.825943,20,238.853518
18.830401,20,239.196617
12.65953,14,239.526669
18.971891,20,239.927727
19.403669,20,240.220689
19.101055,20,240.571867
19.367078,20,240.927284
19.270133,20,241.273976
13.043228,14,241.519824
19.102111,20,241.925579
18.939644,20,242.326299
6.013235,8,242.50219
10.068115,12,242.722981
9.240375,10,242.933507
2.131399,3,242.991844
11.115401,12,243.212749
19.241834,20,243.568916
5.834941,7,243.699052
2.026527,3,243.757563
19.060624,20,244.228906
18.993828,20,244.481591
5.015544,7,244.635409
4.107543,5,244.745384
18.743934,20,245.101757
4.027975,5,245.18429
3.997856,5,245.281395
1.959384,3,245.349625
18.446017,20,245.651873
1.959384,3,249.34188
8.629019,10,249.576239
13.830619,15,249.764399
19.087308,20,250.11891
6.803958,8,250.246421
10.083186,11,250.443841
19.128061,20,250.801224
18.806434,20,251.148656
2.146858,3,251.198318
1.959384,3,251.247746
18.285338,20,251.647659
17.648176,19,251.98797
2.146881,3,252.055578
4.843886,6,252.150225
1.959384,3,252.199772
1.996049,3,252.249244
19.453856,20,252.605975
6.821004,8,252.779803
18.916852,20,253.246336
1.964223,3,253.305088
19.159576,20,253.608815
1.959384,3,253.667734
2.007522,3,253.718008
18.751036,20,254.02612
20.037455,20,254.278568
18.925852,20,254.686401
4.776301,6,254.784543
2.13121,3,254.853485
5.806691,7,255.027216
6.727996,8,255.198774
5.209869,6,255.312857
19.11456,20,255.617825
4.046773,5,255.702061
3.997667,5,255.785095
11.081151,12,255.970833
6.820328,8,256.148155
17.668658,20,256.452937
19.267116,20,256.708573
18.864721,20,265.26161
19.584419,20,265.562523
4.941753,6,265.672813
12.055502,13,265.944908
2.115772,3,265.994505
19.775735,20,266.243619
20.097588,20,266.593094
19.492002,20,266.939345
19.243973,20,267.243617
18.956744,20,267.546551
19.317792,20,267.850472
10.126969,11,268.025691
5.925538,7,268.177097
19.531302,20,268.539456
19.222285,20,269.009232
8.21722,10,269.167992
1.975009,3,269.227939
19.279273,20,269.599841
2.962273,4,269.681709
18.922201,20,270.107861
2.022994,3,270.167631
19.171871,20,270.625352
4.874702,6,270.733467
4.010446,5,270.841054
19.100557,20,271.346041
10.999503,12,271.579239
4.061963,5,271.680467
19.075266,20,272.102962
12.416155,14,324.389357
19.317845,20,324.70602
9.627516,11,324.933789
19.307053,20,325.230829
18.830285,20,325.475261
9.157216,11,325.640541
4.306424,5,325.733553
7.982514,9,325.897024
9.23291,10,326.106718
19.343576,20,326.567731
19.892347,20,368.793887
8.998333,10,368.981861
8.721629,10,369.195032
3.118852,4,369.282564
6.87726,9,369.42125
19.723295,20,369.868582
18.755356,20,370.329393
18.927711,20,370.727438
19.133447,20,371.069959
1.964222,3,371.128564
18.885588,20,371.439099
18.765639,20,371.804796
4.139846,5,371.899759
4.96573,6,372.04976
19.214114,20,372.416961
8.261335,10,372.603262
18.669061,20,372.95882
18.777482,20,373.261224
18.715936,20,373.564258
19.045975,20,373.864448
2.961681,4,373.942149
20.259934,20,374.194558
19.608035,20,374.557948
1.975009,3,374.608812
1.959384,3,374.668563
5.003356,6,374.75238
12.105351,13,375.029122
9.60174,11,375.271499
19.153736,20,375.654593
9.819248,11,375.859675
2.084755,4,375.950478
9.140624,11,376.12263
18.734288,20,376.480273
1.993463,3,376.540315
19.027344,20,376.950271
3.100837,4,377.017124
18.97417,20,377.448377
18.965558,20,377.804835
18.833218,20,378.167934
19.158499,20,378.576499
3.027606,4,378.642237
6.097069,7,378.775737
2.131391,3,378.834342
7.001299,8,379.005183
18.95013,20,379.260602
19.460525,20,379.700834
16.632453,18,380.026182
2.007369,3,380.095454
6.020828,7,380.2108
8.371236,9,380.38362
19.393576,20,380.803322
19.625076,20,381.162687
11.39764,13,381.4482
4.924319,6,381.564043
7.669647,9,381.737275
8.872337,10,381.955264
4.874926,6,382.089023
20.088197,20,382.342949
18.299743,20,382.764892
18.823095,20,383.211502
19.083255,20,383.523019
10.197366,11,383.731727
18.81394,20,384.152052
18.810543,20,384.575637
3.011982,4,384.642254
18.743934,20,384.956083
3.154073,4,385.038224
7.637936,9,385.209994
3.969488,5,385.309354
6.147698,7,385.423445
20.494436,20,385.738255
4.757761,6,385.835687
19.216289,20,386.244742
19.635248,20,386.498005
14.791286,16,386.747291
19.225106,20,387.02891
18.400226,20,387.337434
2.007369,3,387.406158
3.96967,5,387.502941
18.759559,20,387.966429
18.793107,20,388.329263
18.843764,20,388.641114
5.769443,7,388.755733
4.863434,6,388.871693
18.894436,20,389.23487
7.309207,9,389.407294
3.982289,5,389.505214
19.366946,20,389.868829
18.84569,20,390.229467
12.061417,13,390.402421
8.342065,9,390.594425
18.99539,20,390.860231
1.979832,3,390.904303
8.266576,10,391.041363
4.773386,6,391.139246
3.029029,4,391.233666
18.837081,20,391.65975
2.026527,3,391.718452
19.147297,20,392.024233
4.791921,6,392.157786
1.996049,3,392.209373
18.856431,20,392.581912
5.893339,7,392.714624
18.987392,20,393.034237
3.985533,5,393.147101
18.970686,20,393.46018
19.541037,20,393.866382
18.97001,20,394.298895
11.134223,12,394.456871
19.404458,20,394.765347
19.588842,20,395.084186
4.859301,6,395.180843
18.97735,20,395.548271
19.155882,20,395.917747
6.645853,8,396.098593
19.042444,20,396.356181
18.715936,20,396.667523
