#{"t_start": 1764380322.353233, "env_id": "merge-v0"}
r,l,t
6.927609,8,181.566243
6.053402,7,181.712484
7.063591,8,181.925435
11.09121,12,182.282893
7.829753,9,182.503868
7.23939,8,182.699881
10.556541,12,182.993716
7.799814,9,183.195379
3.363553,4,183.312617
10.415703,12,183.645187
7.205654,8,183.84688
5.258593,6,183.998514
11.84121,13,184.373368
5.270885,6,184.526379
4.182115,5,184.664284
12.743884,15,185.047802
7.827591,9,185.259527
10.52649,12,185.586897
6.183835,7,185.783391
11.202264,12,186.114241
11.174487,12,186.455437
7.791401,9,186.666763
5.316672,6,186.816833
6.072341,7,186.987216
10.528764,12,187.297338
6.10483,7,187.462803
7.179147,8,187.681965
13.106234,14,188.034015
7.191943,8,188.224792
10.665379,12,188.563359
7.257396,8,188.774333
10.364241,12,189.086456
7.220343,8,189.300877
4.228783,5,189.42338
4.176639,5,189.559583
7.229618,8,189.763955
11.84121,13,190.141346
11.326534,15,190.514808
10.982266,12,190.842115
8.984786,10,191.09688
7.191943,8,191.294461
8.569297,10,191.553537
5.236625,6,191.705238
10.720934,12,192.022784
6.158521,8,192.232008
11.368931,12,192.589775
10.693157,12,192.92622
8.634371,10,193.156543
10.917653,12,193.463378
7.103227,8,193.68188
11.306542,13,194.084097
8.139562,10,194.370002
4.209435,5,194.510896
11.341153,12,194.834875
13.745123,15,195.18567
7.267168,8,195.395267
7.220343,8,195.610599
11.666667,12,195.897207
10.720934,12,196.212834
11.638889,12,196.517436
7.183835,8,196.723542
11.805556,12,197.032761
4.207644,5,197.152151
7.013645,8,197.348342
4.176639,5,197.474614
7.174063,8,197.656851
4.182115,5,197.805884
11.980099,13,198.16361
10.304268,12,198.4899
4.249538,5,198.622203
11.805556,12,198.929991
10.470934,12,199.237518
11.638889,12,199.545774
10.720934,12,199.859494
10.021851,12,200.153254
7.205654,8,200.368792
7.801975,9,200.596882
11.119208,12,200.963662
8.634371,10,201.205525
3.363553,4,201.317472
4.182115,5,201.452177
7.564002,9,201.679666
11.695754,13,202.043905
12.048831,14,202.416105
8.62694,10,202.64869
11.313375,12,202.997133
6.145653,7,203.170614
7.192565,8,203.368368
5.847193,7,203.549459
10.498712,12,203.887042
10.778764,12,204.21486
11.174487,12,204.56395
11.174487,12,204.914589
7.267168,8,205.102404
4.307453,5,205.228829
6.279333,7,205.386395
5.217793,6,205.535856
10.554592,12,205.852399
10.973208,12,206.158498
7.229618,8,206.36431
10.720934,12,206.679179
11.09121,12,207.034838
7.842258,9,207.252775
10.693157,12,207.569226
6.993402,8,207.758152
6.810485,8,207.97429
4.367895,5,208.090849
5.263855,6,208.246019
10.693157,12,208.559598
7.063591,8,208.763965
5.747499,7,208.952653
11.611111,12,209.25218
10.862097,13,209.594913
11.119208,12,209.950644
10.69543,12,210.273687
11.445487,13,210.637328
6.167204,7,210.800713
10.720934,12,211.130691
10.693157,12,211.478129
7.179147,8,211.681354
6.279333,7,211.888162
6.084777,7,212.09232
3.347945,4,212.207119
5.233431,6,212.375166
10.720934,12,212.699929
8.969708,10,212.963639
5.219721,6,213.140668
6.173431,7,213.345684
4.194444,5,213.477633
10.248712,12,213.77957
6.084777,7,213.971102
11.146709,12,214.297656
6.147928,7,214.468016
3.380339,4,214.569397
5.209435,6,214.716075
7.842258,9,214.93127
7.842258,9,215.148263
6.774575,8,215.379922
8.62694,10,215.606572
11.555833,12,215.926577
10.308766,12,216.239197
11.381094,14,216.651651
7.925785,9,216.920989
5.209435,6,217.076616
8.176351,10,217.340957
